cruise,permit,year,observer,vessel_name,gear_desc,haul_date,haul,size_est,visual_cue,total_haul_pss,census,sex_obs,photo_taken,wt,pcl,specimen_yn,specimen_num,notes,notes2,trip_join,haul_join,nmfs_area,gear,gear_description,performance,performance_description,official_total_catch_mt,vessel,vessel_length_ft,ifq_flag,duration_min,bottom_depth_fathoms,fishing_depth_fathoms,lat_dd_start,lon_dd_start,lat_dd_end,lon_dd_end,t_table,haul_seq,sample_type,percent_retained,date_of_entry,species_code,species_name,sex,sample_size,sample_number,sample_weight_kg,extrapolated_number,extrapolated_weight_kg,received_from_norpac,loaded_to_repository,sampID,ncf_lat,ncf_lon
25007,4063,2021,Alyssa Lambert,Northern Hawk,NA,2021-08-21,362,S,NA,NA,NA,1,Y,7,81,Y,1002511,*weighed on mcp,NA,'25007004063000000005','25007004063000000211',521,2,PELAGIC,1,NO PROBLEM,94.21,A282,341,N,244.8,59,49,58.18167,-173.54833,58.24333,-173.69,ATL,211,B,0,21-Aug-21,62,PACIFIC SLEEPER SHARK,NA,30155,1,7,3,21.87,11-Jul-22,13-Jul-22,62_2021_25007_4063_362_95,58.270699806,-173.576351757
25007,4063,2021,Alyssa Lambert,Northern Hawk,NA,2021-08-21,363,S,NA,NA,NA,2,N,17.34,NA,N,NA,*accidentally measured total instead of precaudal here. TL=124cm,NA,'25007004063000000005','25007004063000000212',521,2,PELAGIC,1,NO PROBLEM,108.22,A282,341,N,124.8,56,46,57.53333,-172.155,57.48667,-172.095,ATL,212,B,0,21-Aug-21,62,PACIFIC SLEEPER SHARK,NA,32095,2,46.63,4,87.74,11-Jul-22,13-Jul-22,62_2021_25007_4063_363_96,57.4560246805,-172.212010144
25007,4063,2021,Alyssa Lambert,Northern Hawk,NA,2021-08-21,363,S,NA,NA,NA,1,Y,NA,122,Y,1002512,L/W table used for weight (weight recorded as 29.29),NA,'25007004063000000005','25007004063000000212',521,2,PELAGIC,1,NO PROBLEM,108.22,A282,341,N,124.8,56,46,57.53333,-172.155,57.48667,-172.095,ATL,212,B,0,21-Aug-21,62,PACIFIC SLEEPER SHARK,NA,32095,2,46.63,4,87.74,11-Jul-22,13-Jul-22,62_2021_25007_4063_363_97,57.4560246805,-172.212010144
23898,372,2019,Parry McClure,US Liberator,NA,2019-11-16,370,M,8,1,NA,NA,NA,NA,NA,N,NA,NA,NA,'23898000372000000020','23898000372000001064',524,8,LONGLINER,1,NO PROBLEM,23.15,A023,162,N,1572,75,NA,60.91667,-177.15,60.91667,-177.7,ATL,1064,B,0,30-Dec-21,62,PACIFIC SLEEPER SHARK,NA,7818,1,13.36,3,46.76,11-Jul-22,13-Jul-22,62_2019_23898_372_370_98,60.8918974988,-177.603761434
23898,372,2019,Parry McClure,US Liberator,NA,2019-11-17,371,S,2,1,NA,NA,NA,NA,NA,N,NA,NA,NA,'23898000372000000020','23898000372000001066',524,8,LONGLINER,1,NO PROBLEM,21.89,A023,162,N,1627.8,76,NA,60.93333,-177.15,60.93333,-177.71667,ATL,1066,B,0,30-Dec-21,62,PACIFIC SLEEPER SHARK,NA,7818,1,13.36,3,46.76,11-Jul-22,13-Jul-22,62_2019_23898_372_371_99,60.8918974988,-177.603761434
25007,4063,2021,Alyssa Lambert,Northern Hawk,NA,2021-08-23,372,S,NA,NA,NA,1,Y,35.06,126,N,NA,*shark alive (barely). weighed on mcp,NA,'25007004063000000005','25007004063000000221',521,2,PELAGIC,1,NO PROBLEM,75.22,A282,341,N,160.2,56,46,57.21833,-171.73833,57.16833,-171.77333,ATL,221,B,0,23-Aug-21,62,PACIFIC SLEEPER SHARK,NA,24701,1,35.06,1,35.06,11-Jul-22,13-Jul-22,62_2021_25007_4063_372_100,57.2386851891,-171.800333767
23053,372,2018,John Kim,US Liberator,NA,2018-10-31,376,S,NA,1,NA,2,NA,NA,125,N,NA,"L/W table - 155cm, 31.201g",NA,'23053000372000000005','23053000372000000156',524,8,LONGLINER,1,NO PROBLEM,19,A023,162,N,1258.8,67,NA,61.21,-176.85667,61.21,-177.41833,ATL,156,B,0,29-Dec-21,62,PACIFIC SLEEPER SHARK,NA,10424,1,31.26,3,82.06,11-Jul-22,13-Jul-22,62_2018_23053_372_376_101,61.1972037046,-177.495526129
23053,372,2018,John Kim,US Liberator,NA,2018-11-03,381,M,2,1,NA,NA,NA,NA,NA,N,NA,About 2m - size of (illegible),NA,'23053000372000000005','23053000372000000166',524,8,LONGLINER,1,NO PROBLEM,14.68,A023,162,N,781.2,68,NA,61.35667,-177.20667,61.125,-177.32167,ATL,166,B,0,29-Dec-21,62,PACIFIC SLEEPER SHARK,NA,7836,1,31.26,3,98.99,11-Jul-22,13-Jul-22,62_2018_23053_372_381_102,61.0294018057,-177.366865358
25007,4063,2021,Alyssa Lambert,Northern Hawk,NA,2021-08-29,383,S,NA,NA,NA,1,Y,22.26,114,Y,1002510,NA,NA,'25007004063000000006','25007004063000000232',521,2,PELAGIC,1,NO PROBLEM,145.36,A282,341,N,210,45,35,58.63667,-171.43667,58.66333,-171.39,ATL,232,B,0,29-Aug-21,62,PACIFIC SLEEPER SHARK,NA,55473,1,22.26,3,58.33,11-Jul-22,13-Jul-22,62_2021_25007_4063_383_103,58.6104858258,-171.287086477
23053,372,2018,John Kim,US Liberator,NA,2018-11-07,388,M,10,1,NA,NA,NA,NA,NA,N,NA,Came off hook after brought to mid body,NA,'23053000372000000005','23053000372000000180',524,8,LONGLINER,1,NO PROBLEM,10.87,A023,162,N,1162.8,63,NA,61.44667,-177.33,61.54167,-176.86667,ATL,180,B,0,29-Dec-21,62,PACIFIC SLEEPER SHARK,NA,7830,1,31.26,3,93.78,11-Jul-22,13-Jul-22,62_2018_23053_372_388_104,61.6079163456,-176.770308263
23053,372,2018,John Kim,US Liberator,NA,2018-11-08,390,M,10,1,NA,NA,NA,NA,NA,N,NA,Came off hook after brought to mid body,NA,'23053000372000000005','23053000372000000184',524,8,LONGLINER,1,NO PROBLEM,12.67,A023,162,N,1564.2,68,NA,61.01333,-177.235,61.28167,-177.22833,ATL,184,B,0,29-Dec-21,62,PACIFIC SLEEPER SHARK,NA,5240,1,31.26,5,156.3,11-Jul-22,13-Jul-22,62_2018_23053_372_390_105,61.3345225721,-177.255877631
23954,4578,2019,Edsel Koscienlniak,Siberian Sea,NA,2019-12-30,394,S,NA,UNK,UNK,2,N,19.32,95,N,NA,NA,NA,'23954004578000000001','23954004578000000004',517,8,LONGLINER,1,NO PROBLEM,19.51,A617,136,N,880.8,75,NA,55.105,-165.81833,54.85667,-165.93667,ATL,4,B,0,30-Dec-21,62,PACIFIC SLEEPER SHARK,NA,7686,1,19.86,4,69.51,11-Jul-22,13-Jul-22,62_2019_23954_4578_394_106,54.938251562,-165.999758913
25075,3414,2021,Holly Mirun,Starbound,NA,2021-08-17,409,S,NA,NA,NA,2,N,10.41,99,Y,1,Only shark in haul,NA,'25075003414000000002','25075003414000000052',521,2,PELAGIC,1,NO PROBLEM,119.89,A091,300,N,253.2,60,48,57.685,-172.46667,57.765,-172.43667,ATL,52,B,0,17-Aug-21,62,PACIFIC SLEEPER SHARK,NA,36433,1,10.41,3,34.25,11-Jul-22,13-Jul-22,62_2021_25075_3414_409_107,57.8006847004,-172.394707771
23898,372,2019,Parry McClure,US Liberator,NA,2019-12-20,414,S,2,2,NA,NA,NA,NA,NA,N,NA,NA,NA,'23898000372000000021','23898000372000001152',524,8,LONGLINER,1,NO PROBLEM,18.27,A023,162,N,1684.8,94,NA,60.16667,-178.36667,60.43333,-178.4,ATL,1152,B,0,30-Dec-21,62,PACIFIC SLEEPER SHARK,NA,7836,2,26.72,7,93.52,11-Jul-22,13-Jul-22,62_2019_23898_372_414_108,60.476971959,-178.30239209
23898,372,2019,Parry McClure,US Liberator,NA,2019-12-21,416,M,2,2,NA,NA,NA,NA,NA,N,NA,NA,NA,'23898000372000000021','23898000372000001156',524,8,LONGLINER,1,NO PROBLEM,19.73,A023,162,N,1561.8,103,NA,60.55,-178.65,60.55,-178.65,ATL,1156,B,0,30-Dec-21,62,PACIFIC SLEEPER SHARK,NA,11790,2,26.72,5,62.35,11-Jul-22,13-Jul-22,62_2019_23898_372_416_109,60.5045680552,-178.663229161
23898,372,2019,Parry McClure,US Liberator,NA,2019-12-21,416,S,1,2,NA,NA,NA,13.36,NA,N,NA,NA,NA,'23898000372000000021','23898000372000001156',524,8,LONGLINER,1,NO PROBLEM,19.73,A023,162,N,1561.8,103,NA,60.55,-178.65,60.55,-178.65,ATL,1156,B,0,30-Dec-21,62,PACIFIC SLEEPER SHARK,NA,11790,2,26.72,5,62.35,11-Jul-22,13-Jul-22,62_2019_23898_372_416_110,60.5045680552,-178.663229161
23401,661,2019,Lauren Eaken,Northern Glacier,NA,2019-06-06,424,S,NA,1,NA,2,NA,8.74,81,N,NA,In sample,NA,'23401000661000000008','23401000661000000854',521,1,NON PELAGIC,1,NO PROBLEM,4.03,A001,201,N,211.2,173,173,59.32667,-177.64,59.53,-177.71333,ATL,854,B,0,6-Jun-19,62,PACIFIC SLEEPER SHARK,NA,209,1,8.74,19,164.53,11-Jul-22,13-Jul-22,62_2019_23401_661_424_111,59.5024276612,-177.891466142
23575,3367,2019,Mike Howard,Legacy,NA,2019-06-21,425,M,NA,2,NA,1,NA,132,160,N,NA,NA,NA,'23575003367000000020','23575003367000000850',521,1,NON PELAGIC,1,NO PROBLEM,7.65,A035,132,N,180,48,48,58.21,-171.24333,58.03333,-171.16667,ATL,850,B,0,21-Jun-19,62,PACIFIC SLEEPER SHARK,NA,344,1,110.69,1,110.69,11-Jul-22,13-Jul-22,62_2019_23575_3367_425_112,57.9652202597,-171.265410036
23575,3367,2019,Mike Howard,Legacy,NA,2019-06-21,426,M,NA,2,NA,1,NA,NA,NA,N,NA,Length taken to vent,NA,'23575003367000000020','23575003367000000852',521,1,NON PELAGIC,1,NO PROBLEM,11.59,A035,132,N,190.8,44,44,57.99167,-171.1,57.96333,-170.77167,ATL,852,B,0,21-Jun-19,62,PACIFIC SLEEPER SHARK,NA,323,2,130.74,2,130.74,11-Jul-22,13-Jul-22,62_2019_23575_3367_426_113,58.0436530978,-170.696860615
23575,3367,2019,Mike Howard,Legacy,NA,2019-06-21,426,M,NA,2,NA,2,NA,NA,NA,N,NA,Length taken to vent,NA,'23575003367000000020','23575003367000000852',521,1,NON PELAGIC,1,NO PROBLEM,11.59,A035,132,N,190.8,44,44,57.99167,-171.1,57.96333,-170.77167,ATL,852,B,0,21-Jun-19,62,PACIFIC SLEEPER SHARK,NA,323,2,130.74,2,130.74,11-Jul-22,13-Jul-22,62_2019_23575_3367_426_114,58.0436530978,-170.696860615
23401,661,2019,Lauren Eaken,Northern Glacier,NA,2019-06-07,427,M,NA,1,NA,2,NA,82.7,209,N,NA,"Not in sample, pre-sorted out of coded b/c too big to go over FS; weight estimated",NA,'23401000661000000008','23401000661000000860',521,1,NON PELAGIC,1,NO PROBLEM,6.22,A001,201,N,210,169,169,59.345,-177.63667,59.22,-177.835,ATL,860,B,0,7-Jun-19,62,PACIFIC SLEEPER SHARK,NA,217,1,82.7,1,82.7,11-Jul-22,13-Jul-22,62_2019_23401_661_427_115,59.196713981,-177.990698788
23575,3367,2019,Mike Howard,Legacy,NA,2019-06-21,427,M,NA,4,NA,1,NA,NA,NA,N,NA,Length taken to vent,NA,'23575003367000000020','23575003367000000854',521,1,NON PELAGIC,1,NO PROBLEM,12.32,A035,132,N,211.2,48,48,57.96,-170.815,57.87167,-171.09833,ATL,854,B,0,21-Jun-19,62,PACIFIC SLEEPER SHARK,NA,321,4,266.72,4,266.72,11-Jul-22,13-Jul-22,62_2019_23575_3367_427_116,57.7921577426,-171.178719785
23575,3367,2019,Mike Howard,Legacy,NA,2019-06-21,427,S,NA,4,NA,2,NA,NA,NA,N,NA,Length taken to vent,NA,'23575003367000000020','23575003367000000854',521,1,NON PELAGIC,1,NO PROBLEM,12.32,A035,132,N,211.2,48,48,57.96,-170.815,57.87167,-171.09833,ATL,854,B,0,21-Jun-19,62,PACIFIC SLEEPER SHARK,NA,321,4,266.72,4,266.72,11-Jul-22,13-Jul-22,62_2019_23575_3367_427_117,57.7921577426,-171.178719785
23575,3367,2019,Mike Howard,Legacy,NA,2019-06-21,427,S,NA,4,NA,2,NA,NA,NA,N,NA,Length taken to vent,NA,'23575003367000000020','23575003367000000854',521,1,NON PELAGIC,1,NO PROBLEM,12.32,A035,132,N,211.2,48,48,57.96,-170.815,57.87167,-171.09833,ATL,854,B,0,21-Jun-19,62,PACIFIC SLEEPER SHARK,NA,321,4,266.72,4,266.72,11-Jul-22,13-Jul-22,62_2019_23575_3367_427_118,57.7921577426,-171.178719785
23575,3367,2019,Mike Howard,Legacy,NA,2019-06-21,427,S,NA,4,NA,2,NA,NA,NA,N,NA,Length taken to vent,NA,'23575003367000000020','23575003367000000854',521,1,NON PELAGIC,1,NO PROBLEM,12.32,A035,132,N,211.2,48,48,57.96,-170.815,57.87167,-171.09833,ATL,854,B,0,21-Jun-19,62,PACIFIC SLEEPER SHARK,NA,321,4,266.72,4,266.72,11-Jul-22,13-Jul-22,62_2019_23575_3367_427_119,57.7921577426,-171.178719785
23575,3367,2019,Mike Howard,Legacy,NA,2019-06-22,431,S,2,3,NA,2,NA,NA,125,N,NA,NA,NA,'23575003367000000021','23575003367000000862',521,1,NON PELAGIC,1,NO PROBLEM,9.16,A035,132,N,184.8,44,44,57.89333,-171.06,57.96167,-170.81667,ATL,862,B,0,22-Jun-19,62,PACIFIC SLEEPER SHARK,NA,290,3,159.32,3,159.32,11-Jul-22,13-Jul-22,62_2019_23575_3367_431_120,57.9181510019,-170.938651095
23575,3367,2019,Mike Howard,Legacy,NA,2019-06-22,431,M,2,3,NA,2,NA,NA,135,N,NA,NA,NA,'23575003367000000021','23575003367000000862',521,1,NON PELAGIC,1,NO PROBLEM,9.16,A035,132,N,184.8,44,44,57.89333,-171.06,57.96167,-170.81667,ATL,862,B,0,22-Jun-19,62,PACIFIC SLEEPER SHARK,NA,290,3,159.32,3,159.32,11-Jul-22,13-Jul-22,62_2019_23575_3367_431_121,57.9181510019,-170.938651095
23575,3367,2019,Mike Howard,Legacy,NA,2019-06-22,431,M,2,3,NA,1,NA,NA,180,N,NA,NA,NA,'23575003367000000021','23575003367000000862',521,1,NON PELAGIC,1,NO PROBLEM,9.16,A035,132,N,184.8,44,44,57.89333,-171.06,57.96167,-170.81667,ATL,862,B,0,22-Jun-19,62,PACIFIC SLEEPER SHARK,NA,290,3,159.32,3,159.32,11-Jul-22,13-Jul-22,62_2019_23575_3367_431_122,57.9181510019,-170.938651095
23575,3367,2019,Mike Howard,Legacy,NA,2019-06-23,434,M,2,1,NA,2,NA,NA,185,N,NA,NA,NA,'23575003367000000021','23575003367000000868',521,1,NON PELAGIC,1,NO PROBLEM,12.11,A035,132,N,220.2,48,48,57.98333,-170.71333,57.965,-171.105,ATL,868,B,0,23-Jun-19,62,PACIFIC SLEEPER SHARK,NA,319,1,110.69,1,110.69,11-Jul-22,13-Jul-22,62_2019_23575_3367_434_123,57.9652202597,-171.265410036
25075,3414,2021,Holly Mirun,Starbound,NA,2021-08-23,434,S,NA,NA,NA,1,Y,8.46,90,Y,2,Only shark in haul,NA,'25075003414000000002','25075003414000000077',521,2,PELAGIC,1,NO PROBLEM,128.81,A091,300,N,142.8,56,44,57.25667,-171.85333,57.27,-171.85333,ATL,77,B,0,23-Aug-21,62,PACIFIC SLEEPER SHARK,NA,45280,1,8.96,3,25.49,11-Jul-22,13-Jul-22,62_2021_25075_3414_434_124,57.2386851891,-171.800333767
23575,3367,2019,Mike Howard,Legacy,NA,2019-06-23,435,M,2,1,NA,2,NA,NA,190,N,NA,NA,NA,'23575003367000000021','23575003367000000870',521,1,NON PELAGIC,1,NO PROBLEM,17.36,A035,132,N,196.8,43,43,57.96,-171.12333,57.95167,-170.76667,ATL,870,B,0,23-Jun-19,62,PACIFIC SLEEPER SHARK,NA,329,1,118.58,1,118.58,11-Jul-22,13-Jul-22,62_2019_23575_3367_435_125,57.9181510019,-170.938651095
24195,5822,2020,Cameron Hirtle,Enterprise,NA,2020-06-24,436,M,NA,1,Y,2,N,65.22,NA,Y,43601,TLnat recorded as 197,NA,'24195005822000000007','24195005822000000166',513,1,NON PELAGIC,1,NO PROBLEM,7.93,A639,120,N,226.2,38,38,57.01667,-167,57.18333,-167.01667,ATL,166,B,0,24-Jan-22,62,PACIFIC SLEEPER SHARK,NA,175,1,65.22,1,65.22,11-Jul-22,13-Jul-22,62_2020_24195_5822_436_126,57.1121533589,-167.024893367
23575,3367,2019,Mike Howard,Legacy,NA,2019-06-24,437,S,2,3,NA,2,NA,NA,125,N,NA,NA,NA,'23575003367000000021','23575003367000000874',521,1,NON PELAGIC,1,NO PROBLEM,13.53,A035,132,N,235.8,44,44,57.965,-171.18,57.98833,-170.74833,ATL,874,B,0,24-Jun-19,62,PACIFIC SLEEPER SHARK,NA,307,3,152.15,3,152.15,11-Jul-22,13-Jul-22,62_2019_23575_3367_437_127,58.0436530978,-170.696860615
23575,3367,2019,Mike Howard,Legacy,NA,2019-06-24,437,M,2,3,NA,1,NA,NA,182,N,NA,NA,NA,'23575003367000000021','23575003367000000874',521,1,NON PELAGIC,1,NO PROBLEM,13.53,A035,132,N,235.8,44,44,57.965,-171.18,57.98833,-170.74833,ATL,874,B,0,24-Jun-19,62,PACIFIC SLEEPER SHARK,NA,307,3,152.15,3,152.15,11-Jul-22,13-Jul-22,62_2019_23575_3367_437_128,58.0436530978,-170.696860615
23575,3367,2019,Mike Howard,Legacy,NA,2019-06-24,437,M,2,3,NA,1,NA,NA,135,N,NA,NA,NA,'23575003367000000021','23575003367000000874',521,1,NON PELAGIC,1,NO PROBLEM,13.53,A035,132,N,235.8,44,44,57.965,-171.18,57.98833,-170.74833,ATL,874,B,0,24-Jun-19,62,PACIFIC SLEEPER SHARK,NA,307,3,152.15,3,152.15,11-Jul-22,13-Jul-22,62_2019_23575_3367_437_129,58.0436530978,-170.696860615
23575,3367,2019,Mike Howard,Legacy,NA,2019-06-24,438,S,2,3,NA,2,NA,NA,110,N,NA,NA,NA,'23575003367000000021','23575003367000000876',521,1,NON PELAGIC,1,NO PROBLEM,3.99,A035,132,N,243,47,47,57.99667,-170.73333,57.99167,-171.15167,ATL,876,B,0,24-Jun-19,62,PACIFIC SLEEPER SHARK,NA,178,3,442.88,3,442.88,11-Jul-22,13-Jul-22,62_2019_23575_3367_438_130,57.9652202597,-171.265410036
23575,3367,2019,Mike Howard,Legacy,NA,2019-06-24,438,M,2,3,NA,2,NA,NA,225,N,NA,NA,NA,'23575003367000000021','23575003367000000876',521,1,NON PELAGIC,1,NO PROBLEM,3.99,A035,132,N,243,47,47,57.99667,-170.73333,57.99167,-171.15167,ATL,876,B,0,24-Jun-19,62,PACIFIC SLEEPER SHARK,NA,178,3,442.88,3,442.88,11-Jul-22,13-Jul-22,62_2019_23575_3367_438_131,57.9652202597,-171.265410036
23575,3367,2019,Mike Howard,Legacy,NA,2019-06-24,438,M,2,3,NA,1,NA,NA,243,N,NA,NA,NA,'23575003367000000021','23575003367000000876',521,1,NON PELAGIC,1,NO PROBLEM,3.99,A035,132,N,243,47,47,57.99667,-170.73333,57.99167,-171.15167,ATL,876,B,0,24-Jun-19,62,PACIFIC SLEEPER SHARK,NA,178,3,442.88,3,442.88,11-Jul-22,13-Jul-22,62_2019_23575_3367_438_132,57.9652202597,-171.265410036
23575,3367,2019,Mike Howard,Legacy,NA,2019-06-24,439,M,2,2,NA,2,NA,NA,130,N,NA,NA,NA,'23575003367000000021','23575003367000000878',521,1,NON PELAGIC,1,NO PROBLEM,10.5,A035,132,N,255,44,44,57.985,-171.12167,57.95833,-170.75167,ATL,878,B,0,24-Jun-19,62,PACIFIC SLEEPER SHARK,NA,208,2,138.01,2,138.01,11-Jul-22,13-Jul-22,62_2019_23575_3367_439_133,58.0436530978,-170.696860615
23575,3367,2019,Mike Howard,Legacy,NA,2019-06-24,439,M,2,2,NA,2,NA,NA,175,N,NA,NA,NA,'23575003367000000021','23575003367000000878',521,1,NON PELAGIC,1,NO PROBLEM,10.5,A035,132,N,255,44,44,57.985,-171.12167,57.95833,-170.75167,ATL,878,B,0,24-Jun-19,62,PACIFIC SLEEPER SHARK,NA,208,2,138.01,2,138.01,11-Jul-22,13-Jul-22,62_2019_23575_3367_439_134,58.0436530978,-170.696860615
23575,3367,2019,Mike Howard,Legacy,NA,2019-06-24,440,S,2,1,NA,2,NA,NA,129,N,NA,NA,NA,'23575003367000000021','23575003367000000880',521,1,NON PELAGIC,1,NO PROBLEM,15.07,A035,132,N,232.8,48,48,57.95833,-170.75333,57.95333,-171.15167,ATL,880,B,0,24-Jun-19,62,PACIFIC SLEEPER SHARK,NA,405,1,31.26,1,31.26,11-Jul-22,13-Jul-22,62_2019_23575_3367_440_135,57.9652202597,-171.265410036
23575,3367,2019,Mike Howard,Legacy,NA,2019-06-24,441,M,2,1,NA,2,NA,NA,153,N,NA,NA,NA,'23575003367000000021','23575003367000000882',521,1,NON PELAGIC,1,NO PROBLEM,14.72,A035,132,N,252,43,43,57.955,-171.13167,57.97,-170.72333,ATL,882,B,0,24-Jun-19,62,PACIFIC SLEEPER SHARK,NA,382,1,60.01,1,60.01,11-Jul-22,13-Jul-22,62_2019_23575_3367_441_136,58.0436530978,-170.696860615
23575,3367,2019,Mike Howard,Legacy,NA,2019-06-25,443,M,2,1,NA,2,NA,NA,165,N,NA,NA,NA,'23575003367000000021','23575003367000000886',524,1,NON PELAGIC,1,NO PROBLEM,8.77,A035,132,N,267,43,43,58.01833,-170.78833,58.10833,-170.725,ATL,886,B,0,25-Jun-19,62,PACIFIC SLEEPER SHARK,NA,250,1,60.01,1,60.01,11-Jul-22,13-Jul-22,62_2019_23575_3367_443_137,58.0436530978,-170.696860615
23575,3367,2019,Mike Howard,Legacy,NA,2019-06-26,447,M,2,1,NA,1,NA,NA,136,N,NA,NA,NA,'23575003367000000021','23575003367000000894',524,1,NON PELAGIC,1,NO PROBLEM,9.47,A035,132,N,238.2,43,43,57.98667,-171.13667,58.03,-170.73167,ATL,894,B,0,26-Jun-19,62,PACIFIC SLEEPER SHARK,NA,244,1,42.02,1,42.02,11-Jul-22,13-Jul-22,62_2019_23575_3367_447_138,58.0436530978,-170.696860615
25075,3414,2021,Holly Mirun,Starbound,NA,2021-08-28,449,S,NA,NA,NA,1,Y,5.33,80,Y,3,Only shark in haul,NA,'25075003414000000002','25075003414000000092',521,2,PELAGIC,1,NO PROBLEM,103.68,A091,300,N,346.2,50,38,58.35167,-171.82167,58.41833,-172.10667,ATL,92,B,0,28-Aug-21,62,PACIFIC SLEEPER SHARK,NA,36195,1,5.33,3,15.27,11-Jul-22,13-Jul-22,62_2021_25075_3414_449_139,58.401725919,-172.104496476
23575,3367,2019,Mike Howard,Legacy,NA,2019-06-26,451,M,2,1,NA,1,NA,NA,169,N,NA,NA,NA,'23575003367000000021','23575003367000000902',524,1,NON PELAGIC,1,NO PROBLEM,14.61,A035,132,N,195,43,43,57.97,-170.79,58.15667,-170.73833,ATL,902,B,0,26-Jun-19,62,PACIFIC SLEEPER SHARK,NA,302,1,60.01,1,60.01,11-Jul-22,13-Jul-22,62_2019_23575_3367_451_140,58.2170053696,-170.781783018
24381,3357,2020,Brianna Thorson,Phoenix,NA,2020-07-31,464,M,NA,1,Y,1,N,43.06,135,Y,464001,NA,NA,'24381003357000000003','24381003357000000092',521,2,PELAGIC,1,NO PROBLEM,68.03,A039,276,N,430.8,74,64,59.98333,-176.03333,59.83333,-176,ATL,92,B,0,31-Jul-20,62,PACIFIC SLEEPER SHARK,NA,20103,1,43.06,3,145.72,11-Jul-22,13-Jul-22,62_2020_24381_3357_464_141,59.8182013704,-176.151045134
22914,2718,2018,Todd Miral,Clipper Surprise,NA,2018-09-25,480,S,NA,NA,NA,1,NA,11.84,91,N,NA,Code 10/Clean hook,NA,'22914002718000000083','22914002718000006400',523,8,LONGLINER,1,NO PROBLEM,4.79,A153,128,N,628.2,94,NA,56.54167,-172.69,56.655,-172.54,ATL,6400,B,0,30-Dec-21,62,PACIFIC SLEEPER SHARK,NA,4914,1,11.84,3,35.27,11-Jul-22,13-Jul-22,62_2018_22914_2718_480_142,56.6818642119,-172.402988395
24330,3414,2020,Michelle Emmert,Starbound,NA,2020-09-23,480,NA,NA,1,Y,2,N,NA,NA,N,NA,did not sample,"TLnat = 221, wt based on L/W table",'24330003414000000008','24330003414000000210',524,2,PELAGIC,1,NO PROBLEM,100.47,A091,300,N,825,140,128,59.905,-178.86667,60.12333,-178.84333,ATL,210,B,0,31-Mar-22,62,PACIFIC SLEEPER SHARK,NA,35423,1,95.99,3,272.25,11-Jul-22,13-Jul-22,62_2020_24330_3414_480_143,60.1983867952,-178.758296085
24330,3414,2020,Michelle Emmert,Starbound,NA,2020-09-26,484,S,NA,1,Y,2,N,15.2,100,Y,48406,"small shark, both eyes collected",NA,'24330003414000000008','24330003414000000215',524,2,PELAGIC,1,NO PROBLEM,105.46,A091,300,N,840,121,109,59.875,-178.81167,60.11,-178.87667,ATL,215,B,0,31-Mar-22,62,PACIFIC SLEEPER SHARK,NA,35077,1,15.2,3,45.7,11-Jul-22,13-Jul-22,62_2020_24330_3414_484_144,60.0585208377,-178.983344383
24330,3414,2020,Michelle Emmert,Starbound,NA,2020-09-29,491,S,NA,1,Y,2,N,5.02,73,Y,49101,"small shark, both eyes collected",NA,'24330003414000000008','24330003414000000222',524,2,PELAGIC,1,NO PROBLEM,16.28,A091,300,N,198,108,96,60.015,-178.955,60.09333,-178.93833,ATL,222,B,0,31-Mar-22,62,PACIFIC SLEEPER SHARK,NA,7121,1,5.02,2,11.48,11-Jul-22,13-Jul-22,62_2020_24330_3414_491_145,60.0585208377,-178.983344383
23636,3794,2019,Rulon Hardy,Alaska Ocean,NA,2019-09-09,493,M,NA,1,UNK,2,N,NA,133,N,NA,NA,Tagged,'23636003794000000011','23636003794000001180',521,2,PELAGIC,1,NO PROBLEM,87.6,A115,376,N,379.8,70,46,59.18,-174.895,59.085,-174.75833,ATL,1180,B,0,9-Sep-19,62,PACIFIC SLEEPER SHARK,NA,30224,1,31.26,3,90.6,11-Jul-22,13-Jul-22,62_2019_23636_3794_493_146,59.0322425588,-174.663447608
25036,3835,2021,DeCorey Bolton Jr,Seafisher,NA,2021-07-18,539,M,NA,1,NA,1,Y,NA,201,N,53904,Only shark in haul,NA,'25036003835000000004','25036003835000000051',620,1,NON PELAGIC,1,NO PROBLEM,10.92,A276,230,N,174,89,89,55.63167,-155.84,55.76167,-156.01167,ATL,51,B,0,18-Jul-21,62,PACIFIC SLEEPER SHARK,NA,226,1,268.58,1,268.58,11-Jul-22,13-Jul-22,62_2021_25036_3835_539_147,55.8131387994,-155.982063243
25036,3835,2021,DeCorey Bolton Jr,Seafisher,NA,2021-07-19,542,L,NA,1,NA,2,N,NA,309,N,54204,Only shark in haul,NA,'25036003835000000004','25036003835000000054',620,1,NON PELAGIC,1,NO PROBLEM,33.44,A276,230,N,312,75,75,56.31667,-155.875,56.07667,-155.97667,ATL,54,B,0,19-Jul-21,62,PACIFIC SLEEPER SHARK,NA,496,1,405.95,1,405.95,11-Jul-22,13-Jul-22,62_2021_25036_3835_542_148,55.9924890634,-155.991638505
